/abstract_decision/abstraction,/abstract_decision/objective_value,/abstract_decision/pattern,/abstract_decision/semantics,/abstract_decision/status,/abstract_decision/witness_terminal_labels,/abstract_decision/witness_token_ids,/artifact_kind,/case_id,/case_kind,/comparison/abstract_objective_minus_finite,/comparison/abstract_witness_fits_finite_canvas,/comparison/claim_supported,/error_message,/error_type,/finite_decision/eos_policy/mode,/finite_decision/eos_policy/pad_token_id,/finite_decision/eos_policy/termination_token_ids,/finite_decision/exactness_scope/adaptive_expansions,/finite_decision/exactness_scope/claim,/finite_decision/exactness_scope/included_special_tokens,/finite_decision/exactness_scope/kind,/finite_decision/exactness_scope/pruning_description,/finite_decision/exactness_scope/top_k,/finite_decision/exactness_scope/vocabulary_size,/finite_decision/objective_value,/finite_decision/reason_code,/finite_decision/represented_support_sha256,/finite_decision/selected_proposal_ids,/finite_decision/status,/finite_decision/witness/content_endpoint_slot,/finite_decision/witness/eos_position,/finite_decision/witness/graph_edge_ids,/finite_decision/witness/terminal_labels,/finite_decision/witness/token_ids,/finite_decision/witness/token_roles,/fixture_path,/fixture_sha256,/grammar_sha256,/independent_validation/abstract_witness_cfg_recognized,/independent_validation/finite_parser_agreed_with_enumeration,/independent_validation/finite_paths_exhaustively_enumerated,/independent_validation/required_eos_slot_count_recomputed,/run_metadata/abstract_baseline,/run_metadata/abstract_sigma_star_semantics,/run_metadata/case_ids,/run_metadata/config/experiment_id,/run_metadata/config/publication_mode,/run_metadata/config/question,/run_metadata/config/sha256,/run_metadata/config_sha256,/run_metadata/dataset,/run_metadata/exactness/guarantee,/run_metadata/exactness/independent_certificate_required,/run_metadata/exactness/scope,/run_metadata/finite_solver,/run_metadata/generated_at_utc,/run_metadata/git_commit,/run_metadata/git_dirty,/run_metadata/grammar/grammar_id,/run_metadata/grammar/hash_policy,/run_metadata/grammar/revision,/run_metadata/grammar/sha256,/run_metadata/grammar/source,/run_metadata/hardware/accelerator_config/cuda_device,/run_metadata/hardware/accelerator_config/device,/run_metadata/hardware/accelerator_config/dtype,/run_metadata/hardware/accelerator_config/synchronize_cuda,/run_metadata/hardware/cpu/affinity_count,/run_metadata/hardware/cpu/logical_count,/run_metadata/hardware/cpu/machine,/run_metadata/hardware/cpu/model,/run_metadata/hardware/gpu/available,/run_metadata/hardware/gpu/driver_version,/run_metadata/hardware/gpu/name,/run_metadata/hardware/gpu/total_vram_bytes,/run_metadata/hardware/os/platform,/run_metadata/hardware/os/release,/run_metadata/hardware/os/system,/run_metadata/hardware/ram/total_bytes,/run_metadata/hardware/threads/configured_cpu_threads,/run_metadata/hardware/threads/environment/MKL_NUM_THREADS,/run_metadata/hardware/threads/environment/NUMEXPR_NUM_THREADS,/run_metadata/hardware/threads/environment/OMP_NUM_THREADS,/run_metadata/hardware/threads/environment/OPENBLAS_NUM_THREADS,/run_metadata/hardware/threads/environment/RAYON_NUM_THREADS,/run_metadata/hardware/threads/environment/RUST_MIN_STACK,/run_metadata/independent_oracle,/run_metadata/metadata_integrity/critical_fields_complete,/run_metadata/metadata_integrity/missing_critical_fields,/run_metadata/metadata_integrity/publication_blockers,/run_metadata/metadata_schema_version,/run_metadata/model/local_files_only,/run_metadata/model/model_id,/run_metadata/model/requested_revision,/run_metadata/real_decoder_states_mined,/run_metadata/repetitions,/run_metadata/run_id,/run_metadata/seeds,/run_metadata/software_versions/cuda_driver_supported_runtime,/run_metadata/software_versions/cuda_runtime,/run_metadata/software_versions/cuda_toolkit,/run_metadata/software_versions/mwpc_exact,/run_metadata/software_versions/mwpc_parser_py,/run_metadata/software_versions/python,/run_metadata/software_versions/pytorch,/run_metadata/software_versions/rust,/run_metadata/software_versions/rustformlang,/run_metadata/software_versions/transformers,/run_metadata/solver_status_counts/abstract_sigma_star/accept,/run_metadata/solver_status_counts/abstract_sigma_star/reject,/run_metadata/solver_status_counts/finite_exact_on_support/infeasible_on_support,/run_metadata/solver_status_counts/finite_exact_on_support/optimal,/run_metadata/source_fixture_path,/run_metadata/source_fixture_sha256,/run_metadata/support/finite_slots,/run_metadata/support/k_max,/run_metadata/support/policy,/run_metadata/support/top_k,/run_metadata/timeout_enforcement,/run_metadata/timeouts/run_seconds,/run_metadata/timeouts/solver_seconds,/run_metadata/timing_scope,/run_metadata/tokenizer/requested_revision,/run_metadata/tokenizer/tokenizer_id,/runtime_seconds,/schema_version,/slot_accounting/available_physical_slots,/slot_accounting/minimum_content_tokens_in_abstract_witness,/slot_accounting/minimum_required_physical_tokens,/slot_accounting/required_termination_tokens,/slot_accounting/slot_shortfall,/success,/title
"""ordered_anchor_sigma_star""",10.0,"""Sigma* token(0='a') Sigma*""","""ordered proposal-token anchors separated and surrounded by unbounded token Sigma* gaps; physical canvas slots and the required EOS token are not allocated""","""accepted""",[97],[0],"""mwpc_q3_finite_slot_row""","""required_eos_one_slot_infeasible_v1""","""curated_synthetic_counterexample""",null,false,true,null,null,"""required""",1,[1],[],"""exact_on_support""",[1],"""explicit""","""T703 versioned fixture required_eos_one_slot_infeasible_v1""",null,2,null,"""no_grammar_valid_finite_path_under_explicit_support_and_required_eos""","""f515fa775d99acd6f31a0b7f0a698ebf3bb5052eb031c28e49b7b81b7ad53b6a""",[],"""infeasible_on_support""",null,null,null,null,null,null,"""tests/exact_commit/fixtures/finite_slot_counterexamples.json""","""03dbe78fc12e9e2f82ff201b06e9101a151a14950be4e0366a2cd2b938dc7739""","""fb84bd7487624bfcbf257ea378a95741bca6dfe17e7183ad882530d84b98da0b""",true,true,true,true,"""ordered_anchor_sigma_star""","""ordered proposal-token anchors separated and surrounded by unbounded token Sigma* gaps; physical canvas slots and the required EOS token are not allocated""","[""required_eos_one_slot_infeasible_v1"",""required_eos_one_slot_lower_empty_v1""]","""q3_finite_slots_v1""",false,"""finite_slots""","""ac7e619520d69d7a86dd281e9d46a308f7f01d898e55e98583f921d531a09de6""","""ac7e619520d69d7a86dd281e9d46a308f7f01d898e55e98583f921d531a09de6""","""curated_t703_counterexamples_v1""","""per_step""",true,"""exact_on_support""","""python_reference_plus_exhaustive_path_enumeration""","""2026-08-27T01:26:18.223648+00:00""","""b463ca37a3225d5ca0eb688e0864fa7e66c1ce0b""",false,"""finite_slot_counterexample_cfgs""","""sha256_per_instance""","""finite_slot_fixture_v1""","[""396b99326249d41f915a67ba9788546ed568b9b4aa475200a1bce109ec9823dc"",""fb84bd7487624bfcbf257ea378a95741bca6dfe17e7183ad882530d84b98da0b""]","""tests/exact_commit/fixtures/finite_slot_counterexamples.json""",null,"""cpu""","""float64""",false,16,16,"""x86_64""","""11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz""",true,"""595.84""","""NVIDIA GeForce RTX 3080 Ti""",12884901888,"""Linux-7.0.0-28-generic-x86_64-with-glibc2.39""","""7.0.0-28-generic""","""Linux""",16609329152,1,null,null,null,null,null,null,"""complete_finite_eos_lattice_path_enumeration""",true,[],[],1,true,"""not_applicable_curated_counterexamples""","""t703_fixture_v1""",false,1,"""t1201_q3_finite_slots_v1""",[1103],"""13.2""",null,null,"""0.1.0""","""0.1.0""","""3.11.16""","""2.8.0+cpu""","""rustc 1.98.0 (88d9e12ae 2026-08-18)""","""0.1.0""","""4.52.2""",2,0,1,1,"""tests/exact_commit/fixtures/finite_slot_counterexamples.json""","""03dbe78fc12e9e2f82ff201b06e9101a151a14950be4e0366a2cd2b938dc7739""",true,2,"""curated_t703_explicit_per_position""",2,"""post_replay_case_deadline_and_between_case_run_deadline; tiny_python_reference_replay_is_not_preemptible""",300.0,5.0,"""single_repetition_smoke_not_publication_benchmark""","""finite_slot_fixture_v1""","""counterexample_raw_byte_vocabulary""",0.0004951660521328449,1,1,1,2,1,1,true,"""One content token plus required EOS cannot fit in one slot"""
"""ordered_anchor_sigma_star""",10.0,"""Sigma* token(0='a') Sigma*""","""ordered proposal-token anchors separated and surrounded by unbounded token Sigma* gaps; physical canvas slots and the required EOS token are not allocated""","""accepted""",[97],[0],"""mwpc_q3_finite_slot_row""","""required_eos_one_slot_lower_empty_v1""","""curated_synthetic_counterexample""",9.0,false,true,null,null,"""required""",1,[1],[],"""exact_on_support""",[1],"""explicit""","""T703 versioned fixture required_eos_one_slot_lower_empty_v1""",null,2,1.0,"""abstract_witness_exceeds_canvas_lower_score_finite_path_selected""","""f515fa775d99acd6f31a0b7f0a698ebf3bb5052eb031c28e49b7b81b7ad53b6a""",[21],"""optimal""",0,0,[1],[],[1],"[""eos""]","""tests/exact_commit/fixtures/finite_slot_counterexamples.json""","""03dbe78fc12e9e2f82ff201b06e9101a151a14950be4e0366a2cd2b938dc7739""","""396b99326249d41f915a67ba9788546ed568b9b4aa475200a1bce109ec9823dc""",true,true,true,true,"""ordered_anchor_sigma_star""","""ordered proposal-token anchors separated and surrounded by unbounded token Sigma* gaps; physical canvas slots and the required EOS token are not allocated""","[""required_eos_one_slot_infeasible_v1"",""required_eos_one_slot_lower_empty_v1""]","""q3_finite_slots_v1""",false,"""finite_slots""","""ac7e619520d69d7a86dd281e9d46a308f7f01d898e55e98583f921d531a09de6""","""ac7e619520d69d7a86dd281e9d46a308f7f01d898e55e98583f921d531a09de6""","""curated_t703_counterexamples_v1""","""per_step""",true,"""exact_on_support""","""python_reference_plus_exhaustive_path_enumeration""","""2026-08-27T01:26:18.223648+00:00""","""b463ca37a3225d5ca0eb688e0864fa7e66c1ce0b""",false,"""finite_slot_counterexample_cfgs""","""sha256_per_instance""","""finite_slot_fixture_v1""","[""396b99326249d41f915a67ba9788546ed568b9b4aa475200a1bce109ec9823dc"",""fb84bd7487624bfcbf257ea378a95741bca6dfe17e7183ad882530d84b98da0b""]","""tests/exact_commit/fixtures/finite_slot_counterexamples.json""",null,"""cpu""","""float64""",false,16,16,"""x86_64""","""11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz""",true,"""595.84""","""NVIDIA GeForce RTX 3080 Ti""",12884901888,"""Linux-7.0.0-28-generic-x86_64-with-glibc2.39""","""7.0.0-28-generic""","""Linux""",16609329152,1,null,null,null,null,null,null,"""complete_finite_eos_lattice_path_enumeration""",true,[],[],1,true,"""not_applicable_curated_counterexamples""","""t703_fixture_v1""",false,1,"""t1201_q3_finite_slots_v1""",[1103],"""13.2""",null,null,"""0.1.0""","""0.1.0""","""3.11.16""","""2.8.0+cpu""","""rustc 1.98.0 (88d9e12ae 2026-08-18)""","""0.1.0""","""4.52.2""",2,0,1,1,"""tests/exact_commit/fixtures/finite_slot_counterexamples.json""","""03dbe78fc12e9e2f82ff201b06e9101a151a14950be4e0366a2cd2b938dc7739""",true,2,"""curated_t703_explicit_per_position""",2,"""post_replay_case_deadline_and_between_case_run_deadline; tiny_python_reference_replay_is_not_preemptible""",300.0,5.0,"""single_repetition_smoke_not_publication_benchmark""","""finite_slot_fixture_v1""","""counterexample_raw_byte_vocabulary""",0.0004702929873019457,1,1,1,2,1,1,true,"""Finite slots force a lower-score EOS-only completion"""
